Country Name,"Year","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by non-communicable diseases (% of total)","Health expenditure per capita (current US$)","Health expenditure, public (% of government expenditure)","Risk of catastrophic expenditure for surgical care (% of people at risk)","Immunization, BCG (% of one-year-old children)","Diarrhea treatment (% of children under 5 who received ORS packet)","Tuberculosis death rate (per 100,000 people)","ARI treatment (% of children under 5 taken to a health provider)"
Cabo Verde,"2010","NA","NA","163.97801653","8.66044729","NA","99","NA","31","NA"
Cabo Verde,"2011","NA","NA","173.17317694","10.02089722","NA","99","NA","31","NA"
Cabo Verde,"2012","22.5","68.7","161.16235028","9.62511549","NA","99","NA","31","NA"
Cabo Verde,"2013","NA","NA","155.55972512","9.15300009","NA","94","NA","32","NA"
Cabo Verde,"2014","NA","NA","173.30567196","11.72759401","25.2","99","NA","31","NA"
Cambodia,"2005","NA","NA","27.59677494","13.122306","NA","87","21.1","111","54.3"
Cambodia,"2006","NA","NA","24.09213888","9.53716186","NA","87","NA","101","NA"
Cambodia,"2007","NA","NA","23.57187744","9.14213916","NA","90","NA","92","NA"
Cambodia,"2008","NA","NA","41.26564542","7.11950865","NA","98","NA","83","NA"
Cambodia,"2009","NA","NA","46.7363886","6.54525348","NA","96","NA","77","NA"
Cambodia,"2010","NA","NA","46.59217577","7.2393903","NA","93","34.1","72","64.2"
Cambodia,"2011","NA","NA","49.59668643","6.8155278","NA","95","NA","68","NA"
Cambodia,"2012","37.4","51.8","59.12020728","7.258156","NA","96","NA","64","NA"
Cambodia,"2013","NA","NA","60.44287728","6.81614184","NA","90","NA","61","NA"
Cambodia,"2014","NA","NA","61.28475128","6.13494591","74","90","35.2","58","68.8"
Cameroon,"2005","NA","NA","43.47728738","7.66839369","NA","90","NA","53","NA"
Cameroon,"2006","NA","NA","45.23234431","7.40600879","NA","96","12.75729215673","49","35"
Cameroon,"2007","NA","NA","50.94214029","6.76807564","NA","89","NA","46","NA"
Cameroon,"2008","NA","NA","61.68511416","5.57404755","NA","91","NA","42","NA"
Cameroon,"2009","NA","NA","59.05103438","7.33615431","NA","81","NA","42","NA"
Cameroon,"2010","NA","NA","60.62989094","8.53335928","NA","83","NA","39","NA"
Cameroon,"2011","NA","NA","49.87450321","6.41716148","NA","80","17.2","36","29.9"
Cameroon,"2012","60.5","31","53.03231424","5.45882966","NA","81","NA","35","NA"
Cameroon,"2013","NA","NA","57.1497078","4.62177535","NA","82","NA","34","NA"
Cameroon,"2014","NA","NA","58.6522027","4.26453239","64","82","NA","31","28.1"
Canada,"2005","NA","NA","3474.43596898","17.50047079","NA","NA","NA","0.27","NA"
Canada,"2006","NA","NA","3945.45715331","17.57887183","NA","NA","NA","0.28","NA"
Canada,"2007","NA","NA","4382.43080006","17.84465269","NA","NA","NA","0.28","NA"
Canada,"2008","NA","NA","4682.04169035","18.01085861","NA","NA","NA","0.28","NA"
Canada,"2009","NA","NA","4582.08033632","18.12343641","NA","NA","NA","0.18","NA"
Canada,"2010","NA","NA","5347.69456998","18.22610273","NA","NA","NA","0.2","NA"
Canada,"2011","NA","NA","5665.42451698","18.40415949","NA","NA","NA","0.22","NA"
Canada,"2012","5.4","88.4","5719.02738741","18.56502884","NA","NA","NA","0.22","NA"
Canada,"2013","NA","NA","5619.37646293","18.57342332","NA","NA","NA","0.23","NA"
Canada,"2014","NA","NA","5291.74613048","18.76736586","2.7","NA","NA","0.23","NA"
Caribbean small states,"2005","NA","NA","360.096437000122","7.45441326948161","NA","NA","NA","NA","NA"
Caribbean small states,"2006","NA","NA","392.197933586858","6.9981451563741","NA","NA","NA","NA","NA"
Caribbean small states,"2007","NA","NA","462.661858954259","7.86533820059258","NA","NA","NA","NA","NA"
Caribbean small states,"2008","NA","NA","524.670530187428","8.59349075539942","NA","NA","NA","NA","NA"
Caribbean small states,"2009","NA","NA","511.615429543131","8.34633362576486","NA","NA","NA","NA","NA"
Caribbean small states,"2010","NA","NA","501.105938336436","9.07661950033573","NA","NA","NA","NA","NA"
Caribbean small states,"2011","NA","NA","530.442915960919","NA","NA","NA","NA","NA","NA"
Caribbean small states,"2012","13.4065073442185","76.550018333585","580.477476142397","NA","NA","NA","NA","NA","NA"
Caribbean small states,"2013","NA","NA","588.747390690388","NA","NA","NA","NA","NA","NA"
Caribbean small states,"2014","NA","NA","596.303264101578","NA","29.3081284703224","NA","NA","NA","NA"
Cayman Islands,"2005","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2006","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2007","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2008","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2009","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2010","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2011","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2012","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2013","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cayman Islands,"2014","NA","NA","NA","NA","NA","NA","NA","0","NA"
Chad,"2005","NA","NA","25.81473846","13.48845649","NA","41","NA","29","NA"
Chad,"2006","NA","NA","23.65236357","8.07978074","NA","56","NA","28","NA"
Chad,"2007","NA","NA","26.8162198","7.29787973","NA","44","NA","27","NA"
Chad,"2008","NA","NA","27.10215388","5.28346403","NA","30","NA","27","NA"
Chad,"2009","NA","NA","26.5836599","5.08706645","NA","46","NA","26","NA"
Chad,"2010","NA","NA","26.41741253","4.85507268","NA","58","13.3","25","26.1"
Chad,"2011","NA","NA","31.32111874","6.85440807","NA","53","NA","24","NA"
Chad,"2012","72.1","21","29.18358859","5.93769915","NA","63","NA","23","NA"
Chad,"2013","NA","NA","33.66517607","7.75779581","NA","62","NA","21","NA"
Chad,"2014","NA","NA","37.10492956","8.96652448","75.1","59","NA","23","NA"
Channel Islands,"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2010","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2011","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2012","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2013","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Channel Islands,"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Chile,"2005","NA","NA","508.88413256","12.54157551","NA","95","NA","1.5","NA"
Chile,"2006","NA","NA","584.73052011","13.45303834","NA","98","NA","1.7","NA"
Chile,"2007","NA","NA","664.98275703","13.71548294","NA","98","NA","1.6","NA"
Chile,"2008","NA","NA","739.61790022","13.56056913","NA","99","NA","1.4","NA"
Chile,"2009","NA","NA","754.59078507","14.05518594","NA","95","NA","1.4","NA"
Chile,"2010","NA","NA","891.1223738","13.80161645","NA","95","NA","1.6","NA"
Chile,"2011","NA","NA","1023.22133476","14.33965772","NA","91","NA","1.4","NA"
Chile,"2012","8","83.7","1108.00711313","14.65070469","NA","92","NA","1.6","NA"
Chile,"2013","NA","NA","1192.05409445","15.31763039","NA","98","NA","1.6","NA"
Chile,"2014","NA","NA","1137.35626532","15.88420857","30.2","98","NA","1.6","NA"
China,"2005","NA","NA","80.94495253","9.79346707","NA","86","NA","5.7","NA"
China,"2006","NA","NA","94.0511609","9.93674719","NA","92","NA","5.3","NA"
China,"2007","NA","NA","115.28901709","11.06281576","NA","94","NA","4.9","NA"
China,"2008","NA","NA","157.6781461","10.13371551","NA","97","NA","4.5","NA"
China,"2009","NA","NA","192.51879062","10.31396151","NA","99","NA","4.2","NA"
China,"2010","NA","NA","220.07939757","10.23713459","NA","99","NA","3.8","NA"
China,"2011","NA","NA","279.4790104","10.61685285","NA","99","NA","3.5","NA"
China,"2012","5.3","87.1","328.65976529","10.48547293","NA","99","NA","3.3","NA"
China,"2013","NA","NA","375.144115","10.28492085","NA","99","NA","3","NA"
China,"2014","NA","NA","419.73424056","10.43262803","45.6","99","NA","2.8","NA"
Colombia,"2005","NA","NA","196.92570476","15.70597986","NA","94","46.6","2.4","62"
Colombia,"2006","NA","NA","226.6878277","16.43640642","NA","96","NA","2.3","NA"
Colombia,"2007","NA","NA","292.29559253","16.69975205","NA","93","NA","2.5","NA"
Colombia,"2008","NA","NA","359.70788439","18.00168356","NA","93","NA","2.4","NA"
Colombia,"2009","NA","NA","361.02757176","18.29034748","NA","90","NA","2.3","NA"
Colombia,"2010","NA","NA","422.38951589","18.10473843","NA","84","54.1","2","65.3"
Colombia,"2011","NA","NA","479.6196164","20.55019034","NA","83","NA","1.9","NA"
Colombia,"2012","12.6","69.3","546.70837744","18.87406411","NA","89","NA","1.8","NA"
Colombia,"2013","NA","NA","549.37060753","18.14280077","NA","85","NA","1.6","NA"
Colombia,"2014","NA","NA","569.18529029","18.14111324","28.6","89","NA","1.5","NA"
Comoros,"2005","NA","NA","26.5404512","11.24700908","NA","80","NA","8.7","NA"
Comoros,"2006","NA","NA","29.29066293","11.88425187","NA","84","NA","8.4","NA"
Comoros,"2007","NA","NA","35.11074903","12.48696686","NA","77","NA","8.1","NA"
Comoros,"2008","NA","NA","40.33558805","11.7333506","NA","81","NA","7.8","NA"
Comoros,"2009","NA","NA","29.33445451","7.32344649","NA","80","NA","7.5","NA"
Comoros,"2010","NA","NA","44.22559193","6.15457298","NA","76","NA","7.4","NA"
Comoros,"2011","NA","NA","49.9263871","7.19253261","NA","78","NA","7.7","NA"
Comoros,"2012","51.1","37.5","55.30182126","9.94122903","NA","79","37.5","7.5","39.3"
Comoros,"2013","NA","NA","53.57380017","7.38351558","NA","78","NA","7.5","NA"
Comoros,"2014","NA","NA","56.76149624","8.66237231","65.3","76","NA","7.5","NA"
"Congo, Dem. Rep.","2005","NA","NA","6.70779502","6.18407057","NA","72","NA","62","NA"
"Congo, Dem. Rep.","2006","NA","NA","8.35595561","8.32080297","NA","72","NA","61","NA"
"Congo, Dem. Rep.","2007","NA","NA","9.87487932","9.88512813","NA","80","30.8","60","42"
"Congo, Dem. Rep.","2008","NA","NA","13.85171454","12.66208191","NA","78","NA","60","NA"
"Congo, Dem. Rep.","2009","NA","NA","16.05641988","18.68659787","NA","85","NA","61","NA"
"Congo, Dem. Rep.","2010","NA","NA","12.58368712","7.81443346","NA","85","26.6","62","40.3"
"Congo, Dem. Rep.","2011","NA","NA","12.38158278","7.16120239","NA","66","NA","63","NA"
"Congo, Dem. Rep.","2012","66.9","23.4","14.71114279","11.6025168","NA","83","NA","65","NA"
"Congo, Dem. Rep.","2013","NA","NA","16.07942622","9.28150182","NA","83","NA","67","NA"
"Congo, Dem. Rep.","2014","NA","NA","19.0536902","11.05626274","73.8","78","39.1","69","41.6"
"Congo, Rep.","2005","NA","NA","42.08005738","6.18350296","NA","73","18.2","46","48"
"Congo, Rep.","2006","NA","NA","50.8906731","5.46004559","NA","84","NA","47","NA"
"Congo, Rep.","2007","NA","NA","57.33356376","5.30908802","NA","86","NA","47","NA"
"Congo, Rep.","2008","NA","NA","64.51657847","5.23692975","NA","93","NA","46","NA"
"Congo, Rep.","2009","NA","NA","55.01432043","4.62370304","NA","90","NA","45","NA"
"Congo, Rep.","2010","NA","NA","67.71205555","6.46768627","NA","95","NA","44","NA"
"Congo, Rep.","2011","NA","NA","96.35010667","7.58731932","NA","95","NA","44","NA"
"Congo, Rep.","2012","61.9","30.1","126.89174115","8.70635969","NA","92","28","45","52.1"
"Congo, Rep.","2013","NA","NA","163.30655726","8.70635969","NA","92","NA","45","NA"
"Congo, Rep.","2014","NA","NA","161.63860055","8.70635969","53.9","95","NA","46","NA"
Costa Rica,"2005","NA","NA","364.01246433","21.34630336","NA","88","NA","1.4","NA"
Costa Rica,"2006","NA","NA","409.92954195","22.05601594","NA","87","NA","1.2","NA"
Costa Rica,"2007","NA","NA","524.55106399","24.6336161","NA","91","NA","0.83","NA"
Costa Rica,"2008","NA","NA","606.60224048","26.08989871","NA","90","NA","1.2","NA"
Costa Rica,"2009","NA","NA","634.13887921","30.60737344","NA","81","NA","1","NA"
Costa Rica,"2010","NA","NA","771.24097407","28.9922897","NA","77","NA","1","NA"
Costa Rica,"2011","NA","NA","872.11226017","26.45466662","NA","78","40","1.2","77.2"
Costa Rica,"2012","6.5","82.8","930.48199733","25.72010815","NA","78","NA","0.93","NA"
Costa Rica,"2013","NA","NA","990.34772764","24.05637088","NA","79","NA","0.87","NA"
Costa Rica,"2014","NA","NA","970.00203198","23.34114592","29.2","80","NA","0.83","NA"
Cote d'Ivoire,"2005","NA","NA","50.78175921","6.99114132","NA","85","NA","48","NA"
Cote d'Ivoire,"2006","NA","NA","56.53290777","7.65879086","NA","77","10.2","42","35"
Cote d'Ivoire,"2007","NA","NA","68.44300006","7.53564557","NA","94","NA","38","NA"
Cote d'Ivoire,"2008","NA","NA","78.04509303","7.47907297","NA","91","NA","33","NA"
Cote d'Ivoire,"2009","NA","NA","79.09834668","8.48701216","NA","95","NA","30","NA"
Cote d'Ivoire,"2010","NA","NA","78.1680569","8.22452331","NA","91","NA","29","NA"
Cote d'Ivoire,"2011","NA","NA","79.09238797","8.86960331","NA","74","NA","25","NA"
Cote d'Ivoire,"2012","60.7","30.7","78.7182038","8.52093645","NA","93","17.2","23","38.2"
Cote d'Ivoire,"2013","NA","NA","84.07703434","8.20381845","NA","90","NA","22","NA"
Cote d'Ivoire,"2014","NA","NA","88.37029761","7.34924624","61.4","84","NA","22","NA"
Croatia,"2005","NA","NA","726.52282975","13.65672895","NA","98","NA","2.5","NA"
Croatia,"2006","NA","NA","813.87325024","13.69153069","NA","99","NA","3.3","NA"
Croatia,"2007","NA","NA","1038.92389106","14.90907663","NA","99","NA","2.3","NA"
Croatia,"2008","NA","NA","1265.14237914","15.26080521","NA","99","NA","2.4","NA"
Croatia,"2009","NA","NA","1193.48703926","15.26080521","NA","99","NA","2.8","NA"
Croatia,"2010","NA","NA","1143.85123514","15.26080521","NA","98","NA","1.9","NA"
Croatia,"2011","NA","NA","1131.66741907","13.15571696","NA","99","NA","1.5","NA"
Croatia,"2012","1.4","93","1029.52105326","13.99284874","NA","99","NA","1.4","NA"
Croatia,"2013","NA","NA","1060.83388217","13.99284874","NA","99","NA","1.3","NA"
Croatia,"2014","NA","NA","1050.33439069","13.99284874","15.3","98","NA","1.1","NA"
Cuba,"2005","NA","NA","356.29413543","13.73156972","NA","99","NA","0.31","NA"
Cuba,"2006","NA","NA","359.99199217","11.20669737","NA","99","NA","0.29","NA"
Cuba,"2007","NA","NA","586.90985509","14.48242925","NA","99","NA","0.22","NA"
Cuba,"2008","NA","NA","584.09946512","13.17875649","NA","99","NA","0.32","NA"
Cuba,"2009","NA","NA","650.55236333","14.93340098","NA","99","NA","0.24","NA"
Cuba,"2010","NA","NA","583.37188201","13.8676483","NA","99","NA","0.37","NA"
Cuba,"2011","NA","NA","645.6289845","15.0994241","NA","99","51.1","0.33","96.5"
Cuba,"2012","6.3","85.5","554.72138695","11.54663288","NA","99","NA","0.27","NA"
Cuba,"2013","NA","NA","656.70273142","14.1460338","NA","99","NA","0.26","NA"
Cuba,"2014","NA","NA","816.62353691","18.01094643","26.7","99","60.9","0.25","92.6"
Curacao,"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Curacao,"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Curacao,"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Curacao,"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Curacao,"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Curacao,"2010","NA","NA","NA","NA","NA","NA","NA","0.21","NA"
Curacao,"2011","NA","NA","NA","NA","NA","NA","NA","0","NA"
Curacao,"2012","NA","NA","NA","NA","NA","NA","NA","0","NA"
Curacao,"2013","NA","NA","NA","NA","NA","NA","NA","0.12","NA"
Curacao,"2014","NA","NA","NA","NA","NA","NA","NA","0","NA"
Cyprus,"2005","NA","NA","1448.75450071","6.17487152","NA","NA","NA","0.37","NA"
Cyprus,"2006","NA","NA","1529.20501126","6.25681086","NA","NA","NA","0.12","NA"
Cyprus,"2007","NA","NA","1734.48164308","6.23771093","NA","NA","NA","0.12","NA"
Cyprus,"2008","NA","NA","2241.26539227","6.76700332","NA","NA","NA","0.11","NA"
Cyprus,"2009","NA","NA","2185.84204145","7.16034795","NA","NA","NA","0.12","NA"
Cyprus,"2010","NA","NA","2038.20278592","7.41931831","NA","NA","NA","0.11","NA"
Cyprus,"2011","NA","NA","2235.66938582","7.58121063","NA","NA","NA","0.22","NA"
Cyprus,"2012","4.2","90.2","1964.81533761","7.45557803","NA","NA","NA","0.32","NA"
Cyprus,"2013","NA","NA","1889.86788875","7.58416196","NA","NA","NA","0.32","NA"
Cyprus,"2014","NA","NA","1819.11299603","7.58416196","14.6","NA","NA","0.42","NA"
Czech Republic,"2005","NA","NA","884.36359664","14.07687302","NA","99","NA","0.67","NA"
Czech Republic,"2006","NA","NA","971.50672415","13.83319448","NA","99","NA","0.59","NA"
Czech Republic,"2007","NA","NA","1147.98211913","13.53960035","NA","99","NA","0.67","NA"
Czech Republic,"2008","NA","NA","1486.18278529","13.67951156","NA","99","NA","0.51","NA"
Czech Republic,"2009","NA","NA","1483.94367422","14.70344844","NA","98","NA","0.49","NA"
Czech Republic,"2010","NA","NA","1410.03658939","14.23114675","NA","NA","NA","0.36","NA"
Czech Republic,"2011","NA","NA","1545.57474709","14.62935112","NA","NA","NA","0.51","NA"
Czech Republic,"2012","4.7","89.8","1411.4846676","14.24886832","NA","NA","NA","0.28","NA"
Czech Republic,"2013","NA","NA","1412.7926857","14.90725275","NA","NA","NA","0.58","NA"
Czech Republic,"2014","NA","NA","1378.52120249","14.90725275","2.9","NA","NA","0.56","NA"
Denmark,"2005","NA","NA","4652.52225738","15.63456979","NA","NA","NA","0.36","NA"
Denmark,"2006","NA","NA","5017.51049449","16.28283846","NA","NA","NA","0.29","NA"
Denmark,"2007","NA","NA","5709.96740193","16.59071461","NA","NA","NA","0.49","NA"
Denmark,"2008","NA","NA","6395.89846014","16.73300024","NA","NA","NA","0.31","NA"
Denmark,"2009","NA","NA","6464.58133216","16.79450644","NA","NA","NA","0.51","NA"
Denmark,"2010","NA","NA","6266.80800969","16.33999471","NA","NA","NA","0.66","NA"
Denmark,"2011","NA","NA","6522.13492256","16.05835563","NA","NA","NA","0.3","NA"
Denmark,"2012","6.7","89.7","6203.77410189","15.85160701","NA","NA","NA","0.41","NA"
Denmark,"2013","NA","NA","6637.65553157","16.77062335","NA","NA","NA","0.42","NA"
Denmark,"2014","NA","NA","6463.24321801","16.77062335","0.3","NA","NA","0.42","NA"
Djibouti,"2005","NA","NA","65.68084109","13.41162991","NA","80","NA","88","NA"
Djibouti,"2006","NA","NA","68.69802908","12.5758477","NA","88","61.5734609515304","88","62"
Djibouti,"2007","NA","NA","81.90366465","14.13973888","NA","90","NA","85","NA"
Djibouti,"2008","NA","NA","97.6853806","14.13973888","NA","90","NA","86","NA"
Djibouti,"2009","NA","NA","107.10088611","14.13973888","NA","90","NA","90","NA"
Djibouti,"2010","NA","NA","120.10781217","14.13973888","NA","90","NA","91","NA"
Djibouti,"2011","NA","NA","128.23038769","14.13973888","NA","89","NA","95","NA"
Djibouti,"2012","54.8","36.2","141.97108572","14.13973888","NA","87","93.6","102","94.4"
Djibouti,"2013","NA","NA","153.96072227","14.13973888","NA","86","NA","110","NA"
Djibouti,"2014","NA","NA","190.76010741","14.13973888","61.5","99","NA","120","NA"
Dominica,"2005","NA","NA","241.03304432","7.94239874","NA","98","NA","1.4","NA"
Dominica,"2006","NA","NA","255.49170954","10.66995056","NA","99","NA","1.4","NA"
Dominica,"2007","NA","NA","282.78444624","8.24480939","NA","90","NA","4.3","NA"
Dominica,"2008","NA","NA","300.55772779","8.68422268","NA","98","NA","4.4","NA"
Dominica,"2009","NA","NA","369.57459155","9.98185943","NA","99","NA","4.3","NA"
Dominica,"2010","NA","NA","396.19965137","10.59142745","NA","99","NA","4.3","NA"
