Country Name,"Time","GHG net emissions/removals by LUCF (Mt of CO2 equivalent)","Total greenhouse gas emissions (kt of CO2 equivalent)"
Ukraine,"2005","-36.2392271974835","434668.759"
Ukraine,"2006","-39.108783406866","432631.658"
Ukraine,"2007","-50.9845300242343","444201.662"
Ukraine,"2008","-17.2459242477085","436817.125"
Ukraine,"2009","-19.2446503581019","367349.707769596"
Ukraine,"2010","NA","393092.05937722"
Ukraine,"2011","NA","410067.313082423"
Ukraine,"2012","NA","404900.30485731"
Ukraine,"2013","NA","NA"
Ukraine,"2014","NA","NA"
United Arab Emirates,"2005","NA","143367.6627"
United Arab Emirates,"2006","NA","151837.32"
United Arab Emirates,"2007","NA","167986.4324"
United Arab Emirates,"2008","NA","181388.5363"
United Arab Emirates,"2009","NA","182422.169198051"
United Arab Emirates,"2010","NA","193127.157628676"
United Arab Emirates,"2011","NA","199342.522558574"
United Arab Emirates,"2012","NA","204888.718962496"
United Arab Emirates,"2013","NA","NA"
United Arab Emirates,"2014","NA","NA"
United Kingdom,"2005","-2.95822914324097","659108.09183"
United Kingdom,"2006","-3.15812658781567","658331.2438"
United Kingdom,"2007","-3.52441623249546","646412.1481"
United Kingdom,"2008","-3.96217138307992","635417.17264"
United Kingdom,"2009","-4.07913785249313","584940.879687974"
United Kingdom,"2010","NA","609586.560951622"
United Kingdom,"2011","NA","568061.828941121"
United Kingdom,"2012","NA","585779.783273432"
United Kingdom,"2013","NA","NA"
United Kingdom,"2014","NA","NA"
United States,"2005","-1027.88174906094","7182808.4"
United States,"2006","-1014.52889851076","6994086.9"
United States,"2007","-1013.38397691643","7128951.7"
United States,"2008","-1007.2515088757","6648991.2"
United States,"2009","-990.061776171927","6604068.9516624"
United States,"2010","NA","6713348.96911148"
United States,"2011","NA","6571653.97696764"
United States,"2012","NA","6343840.50774614"
United States,"2013","NA","NA"
United States,"2014","NA","NA"
Uruguay,"2005","NA","32688.881"
Uruguay,"2006","NA","34035.504"
Uruguay,"2007","NA","33889.416"
Uruguay,"2008","NA","34052.25"
Uruguay,"2009","NA","33509.6759700056"
Uruguay,"2010","NA","33285.1966327107"
Uruguay,"2011","NA","33773.770839407"
Uruguay,"2012","NA","34237.8295185601"
Uruguay,"2013","NA","NA"
Uruguay,"2014","NA","NA"
Uzbekistan,"2005","0.4175","167568.4382"
Uzbekistan,"2006","NA","173581.7872"
Uzbekistan,"2007","NA","173888.2978"
Uzbekistan,"2008","NA","183949.988"
Uzbekistan,"2009","NA","173966.218653096"
Uzbekistan,"2010","NA","172722.665726421"
Uzbekistan,"2011","NA","180734.945597965"
Uzbekistan,"2012","NA","177223.750994586"
Uzbekistan,"2013","NA","NA"
Uzbekistan,"2014","NA","NA"
Vanuatu,"2005","NA","436.13738"
Vanuatu,"2006","NA","431.27902"
Vanuatu,"2007","NA","444.5052"
Vanuatu,"2008","NA","448.64291"
Vanuatu,"2009","NA","426.858698600237"
Vanuatu,"2010","NA","433.765841618424"
Vanuatu,"2011","NA","440.152732079289"
Vanuatu,"2012","NA","446.220596935657"
Vanuatu,"2013","NA","NA"
Vanuatu,"2014","NA","NA"
"Venezuela, RB","2005","NA","255157.645"
"Venezuela, RB","2006","NA","255908.588"
"Venezuela, RB","2007","NA","280143.816"
"Venezuela, RB","2008","NA","271197.403"
"Venezuela, RB","2009","NA","265790.10264781"
"Venezuela, RB","2010","NA","268746.195077937"
"Venezuela, RB","2011","NA","275683.763795513"
"Venezuela, RB","2012","NA","281921.368594355"
"Venezuela, RB","2013","NA","NA"
"Venezuela, RB","2014","NA","NA"
Vietnam,"2005","NA","232509.773"
Vietnam,"2006","NA","234359.249"
Vietnam,"2007","NA","256396.703"
Vietnam,"2008","NA","255549.534"
Vietnam,"2009","NA","266081.848157342"
Vietnam,"2010","NA","278994.359953824"
Vietnam,"2011","NA","285091.055716172"
Vietnam,"2012","NA","310664.069273385"
Vietnam,"2013","NA","NA"
Vietnam,"2014","NA","NA"
Virgin Islands (U.S.),"2005","NA","48.057551"
Virgin Islands (U.S.),"2006","NA","49.566177"
Virgin Islands (U.S.),"2007","NA","51.748247"
Virgin Islands (U.S.),"2008","NA","53.838381"
Virgin Islands (U.S.),"2009","NA","56.6375496035154"
Virgin Islands (U.S.),"2010","NA","60.2122077074707"
Virgin Islands (U.S.),"2011","NA","60.8557130023383"
Virgin Islands (U.S.),"2012","NA","61.4927757344388"
Virgin Islands (U.S.),"2013","NA","NA"
Virgin Islands (U.S.),"2014","NA","NA"
West Bank and Gaza,"2005","NA","NA"
West Bank and Gaza,"2006","NA","NA"
West Bank and Gaza,"2007","NA","NA"
West Bank and Gaza,"2008","NA","NA"
West Bank and Gaza,"2009","NA","NA"
West Bank and Gaza,"2010","NA","NA"
West Bank and Gaza,"2011","NA","NA"
West Bank and Gaza,"2012","NA","NA"
West Bank and Gaza,"2013","NA","NA"
West Bank and Gaza,"2014","NA","NA"
"Yemen, Rep.","2005","NA","32666.189"
"Yemen, Rep.","2006","NA","34959.446"
"Yemen, Rep.","2007","NA","36225.625"
"Yemen, Rep.","2008","NA","36800.226"
"Yemen, Rep.","2009","NA","37027.203947787"
"Yemen, Rep.","2010","NA","38865.2924309914"
"Yemen, Rep.","2011","NA","39949.0821612584"
"Yemen, Rep.","2012","NA","40924.6276912645"
"Yemen, Rep.","2013","NA","NA"
"Yemen, Rep.","2014","NA","NA"
Zambia,"2005","NA","396446.481"
Zambia,"2006","NA","314793.497"
Zambia,"2007","NA","341005.669"
Zambia,"2008","NA","321163.519"
Zambia,"2009","NA","266118.483645849"
Zambia,"2010","NA","319784.630374572"
Zambia,"2011","NA","320024.69699237"
Zambia,"2012","NA","320254.218335756"
Zambia,"2013","NA","NA"
Zambia,"2014","NA","NA"
Zimbabwe,"2005","NA","59894.603"
Zimbabwe,"2006","NA","55535.28"
Zimbabwe,"2007","NA","60917.825"
Zimbabwe,"2008","NA","68840.706"
Zimbabwe,"2009","NA","67914.1310078185"
Zimbabwe,"2010","NA","71019.1167281256"
Zimbabwe,"2011","NA","71561.9522501464"
Zimbabwe,"2012","NA","72057.8033221346"
Zimbabwe,"2013","NA","NA"
Zimbabwe,"2014","NA","NA"
,"","",""
,"","",""
,"","",""
Data from database: World Development Indicators,"","",""
Last Updated: 11/17/2016,"","",""
